Gabor_mean_freq0.2_theta0,Gabor_std_freq0.2_theta0,Gabor_mean_freq0.2_theta45,Gabor_std_freq0.2_theta45,Gabor_mean_freq0.2_theta90,Gabor_std_freq0.2_theta90,Gabor_mean_freq0.2_theta135,Gabor_std_freq0.2_theta135,Gabor_mean_freq0.4_theta0,Gabor_std_freq0.4_theta0,Gabor_mean_freq0.4_theta45,Gabor_std_freq0.4_theta45,Gabor_mean_freq0.4_theta90,Gabor_std_freq0.4_theta90,Gabor_mean_freq0.4_theta135,Gabor_std_freq0.4_theta135,Gabor_mean_freq0.6_theta0,Gabor_std_freq0.6_theta0,Gabor_mean_freq0.6_theta45,Gabor_std_freq0.6_theta45,Gabor_mean_freq0.6_theta90,Gabor_std_freq0.6_theta90,Gabor_mean_freq0.6_theta135,Gabor_std_freq0.6_theta135,Gabor_mean_freq0.8_theta0,Gabor_std_freq0.8_theta0,Gabor_mean_freq0.8_theta45,Gabor_std_freq0.8_theta45,Gabor_mean_freq0.8_theta90,Gabor_std_freq0.8_theta90,Gabor_mean_freq0.8_theta135,Gabor_std_freq0.8_theta135,Gabor_mean_freq1_theta0,Gabor_std_freq1_theta0,Gabor_mean_freq1_theta45,Gabor_std_freq1_theta45,Gabor_mean_freq1_theta90,Gabor_std_freq1_theta90,Gabor_mean_freq1_theta135,Gabor_std_freq1_theta135,label
2.002137916666667,22.376475277531505,0.6490678333333333,12.718875695112835,1.4948785833333333,19.32036798142723,2.1085806666666667,22.95568918747941,0.19794633333333334,7.0062010925408,0.008369333333333333,1.4044390769720865,0.03228191666666667,2.813415029435973,0.19135258333333333,6.892297157372022,7.482448333333333,4.2952949575472195,0.12054491666666667,1.3235397008524123,0.6068529166666666,1.1172264560955527,6.877616,4.010819033964346,83.37794341666667,41.379433881544706,9.691166833333334,5.057789264276766,16.772019916666668,8.544268702758393,78.43859491666667,38.94376625660485,123.87418633333333,61.380141255848734,45.67188825,22.808519002692368,50.018063416666664,24.952813962149534,118.3493965,58.63146539688215,0
1.106188997005988,16.64554051935077,1.3796316429640718,18.531677333405668,1.2759054079341317,17.81542574429907,1.1145164670658683,16.707036808046375,0.03561686002994012,2.880683893023856,0.026280875748502994,2.5021749140697214,0.021445172155688624,2.251296254970724,0.03157419535928144,2.708754792801079,6.691268431886227,3.9458710600945803,0.07955436002994012,0.7429502605011116,0.5166890905688623,0.7697610687729662,6.148162612275449,3.6488010103837705,75.03418375748502,41.16897277222771,8.689982784431137,5.001033904302094,15.06658691991018,8.471573627506205,70.58612369011976,38.74499642218218,111.52086835703592,61.0721057077169,41.084422623502995,22.669543560679216,44.99410207709581,24.803416471855872,106.52292524326347,58.345631180396964,0
8.499777881736527,45.41290234121204,8.674359562125748,45.81492969409464,8.435881736526946,45.19809566560734,8.465776946107784,45.331624050292625,1.6290538922155688,20.15391696531965,1.0044610778443113,15.810052955243018,1.0622164109281438,16.261486506340713,1.5517377432634731,19.672182451117443,6.634341972305389,14.792575647950718,0.5254872754491018,8.565968849460516,0.9499477919161676,9.582306130153375,6.195045097305389,14.682306065959404,65.2879127994012,66.66698315711338,7.876094779191617,10.88318412123793,13.33982129491018,15.287286107985455,61.33970087949102,62.60982716801993,67.53729921407185,84.08599601989536,35.97256352919162,37.208157317299424,39.36629060628743,40.58924105597601,92.6315864520958,94.4679392481072,0
2.4477704902694613,24.73047374362857,3.23181624251497,28.32899431306352,2.0700269461077845,22.739676624971107,2.277406343562874,23.864824542720434,0.3502564558383234,9.375456763309327,0.3540459393712575,9.44427926962484,0.12772342814371257,5.653575352890753,0.30610301272455087,8.76363270495561,7.46557129491018,8.546845009234143,0.364063622754491,3.754264836159545,0.841730258233533,5.3423001277688,6.918379865269461,8.593956566302085,81.38489408682635,65.47476204672199,9.518147642215569,8.232049651907184,16.376598521706587,13.621286348880894,76.47575261976048,61.4940022117819,88.52029565868264,88.84257787394705,44.584856848802396,36.05766713727578,48.82852413922156,39.452042362254495,115.47439904565869,92.721211786597,0
0.6195821482035928,12.451658367676972,0.3026144273952096,8.633231558305397,1.626991485778443,20.12657442692471,0.771219498502994,13.895964035670124,0.029392215568862276,2.608347102696072,0.004088697604790419,0.9835362218127717,0.06864717440119761,4.136708303187069,0.027573540419161678,2.530158214536655,6.211129865269461,3.537338759202542,0.054975205838323354,1.0104690090300144,0.41703134356287425,0.9918924692787476,5.704204434880239,3.2840261105665745,69.98523409431138,35.643231645995904,8.074045003742516,4.35166069612707,14.02011620508982,7.351438315110016,65.83227928517964,33.539681940810226,103.42568937125749,52.58335057312651,38.3034124251497,19.640359240855187,41.95415072979042,21.486989442526703,99.36869844685629,50.51056580773977,0
5.740609562125749,37.60870776931238,5.771886040419162,37.6318894753972,7.0585227357784435,41.5013588664011,5.837349270209581,37.91474201875348,0.3584563997005988,9.383682607536059,0.14798353293413175,6.003676425905585,0.2552188435628743,7.936088683516533,0.3364411489520958,9.090150312774304,7.116539951347305,5.2695620656883,0.22041523203592814,3.295337136175207,0.6749539670658683,3.2185010321326684,6.539434318862275,4.904581078517647,79.54787256736527,53.294271161579296,9.224703967065869,6.525916413490708,15.982575879491018,11.011474478184425,74.82866635479041,50.150106914761004,115.81204425523953,78.68796576852431,43.560243076347305,29.38617259946765,47.70903171781437,32.14748411047376,112.92186601796408,75.51689546341696,0
8.953095808383233,46.63875222645673,7.694739427395209,43.25875035895387,8.844087481287426,46.24408594194633,9.025788547904192,46.817051108641834,0.8123547904191617,14.181255859614842,0.32139034431137725,8.873152701286955,0.6168793974550898,12.381672872178306,0.7887993076347305,13.975688582128619,6.494494947604791,12.01543839926093,0.33217524326347303,5.823369793275189,0.7262854603293413,6.466104041636661,6.003165325598802,11.701374517475665,67.0520323727545,62.96278170342206,7.97377994011976,9.751416708117134,13.62020508982036,13.894619653025748,63.07379350673653,59.23974971790792,95.48762462574851,92.07565750719918,36.846904565868265,34.94238000902676,40.33331596182635,38.157017768417425,95.16871744011976,89.26664022294878,0
1.8677077095808383,21.608441292460558,1.3095535179640718,18.06873535152222,1.7785785928143714,21.03398644507307,1.8681446482035928,21.611386208820598,0.09272398952095809,4.75744346048709,0.031202189371257485,2.765062339801621,0.07350336826347305,4.273987666187439,0.08251085329341318,4.485196497119318,7.304588697604791,4.591571279052603,0.15991420284431138,1.776384705976402,0.6195833645209581,1.9660622553682614,6.728669723053892,4.271555040397776,81.51605585703592,47.71199920899707,9.477440119760479,5.815265345350412,16.38891504491018,9.829006718985115,76.6610872005988,44.859981280503845,112.22626047904191,69.26954659840509,44.64582176272455,26.278041172048265,48.89737284805389,28.756379699987786,115.69792159431138,67.60414105554754,0
6.541474083083832,40.08015842438858,6.00896744011976,38.38245149246652,5.256016841317365,35.947813894972285,6.464329715568862,39.84743648369891,0.5070290980538922,11.210298250124765,0.24974522829341317,7.856777818638705,0.20920434131736526,7.184052141744937,0.46901534431137726,10.779562527391834,6.896173372005988,4.207985159127011,0.13371697230538923,3.366803741272369,0.5991330464071857,3.257387233843381,6.342027039670659,3.9764986310405126,77.18354126122755,40.61548907567379,8.939997193113772,4.989283721976068,15.499426085329342,8.413300340070986,72.60711573727545,38.226823398687706,113.66009272080838,59.98346203122892,42.26146669161677,22.417788459128108,46.28557616017964,24.520763010905196,109.5719625748503,57.552566600010046,0
2.064310909431138,22.724948474639966,0.4040191803892216,10.051682551364449,0.7007686190119761,13.243304861730014,2.155018899700599,23.212223379086616,0.13360348053892215,5.751903342684118,0.004052301646706587,0.9805520702818127,0.005571949850299401,1.143878656488555,0.12447333458083833,5.551372029299674,6.638920471556887,4.587679304614001,0.1508822979041916,0.7633303052634827,0.503582241766467,0.9084527404415614,6.11526057260479,4.285798803186032,74.5658557260479,47.768339849245145,8.643196856287425,5.879126743160568,14.940131081586827,9.818860853269667,70.0854789483533,44.835415335766385,89.9096180763473,61.99749751299919,40.816584206586825,26.31032215946339,44.706587013473055,28.787972757923658,105.83736059131736,67.63132901716362,0
